% NACA 3310 Airfoil M=3.0% P=35.0% T=10.0%
  1.000000 -0.000000
  0.986811  0.002813
  0.973613  0.005574
  0.960408  0.008284
  0.947194  0.010943
  0.933972  0.013552
  0.920743  0.016113
  0.907507  0.018624
  0.894263  0.021087
  0.881012  0.023502
  0.867754  0.025870
  0.854490  0.028191
  0.841219  0.030464
  0.827941  0.032692
  0.814657  0.034872
  0.801367  0.037007
  0.788070  0.039095
  0.774768  0.041138
  0.761460  0.043134
  0.748146  0.045084
  0.734826  0.046988
  0.721501  0.048846
  0.708170  0.050657
  0.694835  0.052421
  0.681494  0.054139
  0.668147  0.055808
  0.654796  0.057430
  0.641440  0.059004
  0.628080  0.060529
  0.614714  0.062005
  0.601344  0.063430
  0.587970  0.064805
  0.574592  0.066128
  0.561209  0.067399
  0.547822  0.068617
  0.534431  0.069780
  0.521037  0.070888
  0.507639  0.071939
  0.494237  0.072933
  0.480832  0.073868
  0.467424  0.074743
  0.454013  0.075555
  0.440599  0.076304
  0.427183  0.076988
  0.413764  0.077605
  0.400343  0.078153
  0.386920  0.078630
  0.373496  0.079033
  0.360070  0.079361
  0.346586  0.079609
  0.332927  0.079730
  0.319266  0.079703
  0.305606  0.079525
  0.291946  0.079193
  0.278289  0.078702
  0.264636  0.078049
  0.250989  0.077230
  0.237349  0.076238
  0.223719  0.075069
  0.210101  0.073716
  0.196497  0.072172
  0.182910  0.070430
  0.169342  0.068480
  0.155798  0.066312
  0.142281  0.063912
  0.128795  0.061265
  0.115347  0.058352
  0.101941  0.055148
  0.088587  0.051622
  0.075294  0.047731
  0.062077  0.043413
  0.048956  0.038574
  0.035962  0.033058
  0.023157  0.026561
  0.010686  0.018296
  0.000000  0.000000
  0.015981 -0.013812
  0.030177 -0.017766
  0.044038 -0.020128
  0.057711 -0.021681
  0.071256 -0.022732
  0.084706 -0.023437
  0.098080 -0.023889
  0.111392 -0.024149
  0.124653 -0.024262
  0.137871 -0.024258
  0.151052 -0.024162
  0.164202 -0.023994
  0.177324 -0.023768
  0.190424 -0.023497
  0.203503 -0.023193
  0.216566 -0.022864
  0.229614 -0.022519
  0.242651 -0.022164
  0.255678 -0.021806
  0.268697 -0.021451
  0.281711 -0.021102
  0.294721 -0.020766
  0.307728 -0.020445
  0.320734 -0.020144
  0.333740 -0.019866
  0.346748 -0.019614
  0.359930 -0.019375
  0.373171 -0.019111
  0.386413 -0.018821
  0.399657 -0.018508
  0.412903 -0.018175
  0.426151 -0.017823
  0.439401 -0.017454
  0.452654 -0.017071
  0.465909 -0.016675
  0.479168 -0.016268
  0.492430 -0.015851
  0.505695 -0.015425
  0.518963 -0.014992
  0.532236 -0.014553
  0.545511 -0.014109
  0.558791 -0.013662
  0.572075 -0.013211
  0.585363 -0.012759
  0.598656 -0.012306
  0.611952 -0.011852
  0.625254 -0.011399
  0.638560 -0.010947
  0.651870 -0.010497
  0.665186 -0.010049
  0.678506 -0.009604
  0.691832 -0.009161
  0.705163 -0.008722
  0.718499 -0.008287
  0.731841 -0.007856
  0.745188 -0.007429
  0.758540 -0.007006
  0.771899 -0.006588
  0.785263 -0.006174
  0.798633 -0.005764
  0.812010 -0.005359
  0.825392 -0.004958
  0.838781 -0.004562
  0.852177 -0.004169
  0.865579 -0.003779
  0.878988 -0.003393
  0.892404 -0.003011
  0.905827 -0.002630
  0.919257 -0.002252
  0.932694 -0.001876
  0.946139 -0.001501
  0.959592 -0.001126
  0.973053 -0.000752
  0.986522 -0.000376
  1.000000  0.000000
